      communityId  class  frequency
1501         5763      0          2
1502         5764      0          2
1503         5765      0          2
1504         5766      0          2
1505         5767      0          2
1506         5768      0          2
1507         5769      0          2
1508         5770      0          2
1509         5771      0          2
1510         5772      0          2
1511         5773      0          2
1512         5774      0          2
1513         5775      0          2
1514         5776      0          2
1515         5777      0          2
1516         5778      0          2
1517         5779      0          2
1518         5780      0          2
1519         5781      0          2
1520         5782      0         12
1521         5783      0          2
1522         5784      0          2
1523         5785      0          2
1524         5786      0          2
1525         5787      0          2
1526         5788      0          2
1527         5789      0          2
1528         5790      0          2
1529         5791      0          3
1530         5792      0          2
1531         5793      0          2
1532         5794      0          2
1533         5795      0          2
1534         5796      0          8
1535         5797      0          2
1536         5798      0          2
1537         5799      0          2
1538         5800      0          2
1539         5801      0          2
1540         5802      0          2
1541         5803      0          2
1542         5804      0          3
1543         5805      0          3
1544         5806      0          3
1545         5807      0          2
1546         5808      0          2
1547         5809      0          2
1548         5810      0          2
1549         5811      0          2
1550         5812      0          2
1551         5813      0          2
1552         5814      0          2
1553         5815      0          2
1554         5816      0          2
1555         5817      0          2
1556         5818      0          2
1557         5819      0          2
1558         5820      0          2
1559         5821      0          2
1560         5822      0          2
1561         5823      0          2
1562         5824      0          2
1563         5825      0          2
1564         5826      0          2
1565         5827      0          2
1566         5828      0          2
1567         5829      0          2
1568         5830      0          2
1569         5831      0          2
1570         5832      0          2
1571         5833      0          2
1572         5834      0          2
1573         5835      0          2
1574         5836      0          2
1575         5837      0          2
1576         5838      0          2
1577         5839      0          2
1578         5840      0          2
1579         5841      0          2
1580         5842      0          3
1581         5843      0          2
1582         5844      0          2
1583         5845      0          2
1584         5846      0          2
1585         5847      0          4
1586         5848      0          2
1587         5849      0          2
1588         5850      0          2
1589         5851      0          2
1590         5852      0          2
1591         5853      0          2
1592         5854      0          2
1593         5855      0          2
1594         5856      0          2
1595         5857      0          2
1596         5858      0         15
1597         5859      0         10
1598         5860      0         15
1599         5861      0          2
1600         5862      0          2
1601         5863      0          2
1602         5864      0          2
1603         5865      0          2
1604         5866      0          2
1605         5867      0          2
1606         5868      0          2
1607         5869      0          2
1608         5870      0          2
1609         5871      0          2
1610         5872      0          2
1611         5873      0          2
1612         5874      0          2
1613         5875      0          2
1614         5876      0          2
1615         5877      0          2
1616         5878      0          2
1617         5879      0          2
1618         5880      0          2
1619         5881      0          8
1620         5882      0          2
1621         5883      0          2
1622         5884      0          2
1623         5885      0          2
1624         5886      0          2
1625         5887      0          2
1626         5888      0          2
1627         5889      0          2
1628         5890      0          2
1629         5891      0          2
1630         5892      0          2
1631         5893      0          2
1632         5894      0          2
1633         5895      0          3
1634         5896      0          2
1635         5897      0          2
1636         5898      0          2
1637         5899      0          2
1638         5900      0          2
1639         5901      0          2
1640         5902      0          2
1641         5903      0          2
1642         5904      0          2
1643         5905      0          2
1644         5906      0          4
1645         5907      0          4
1646         5908      0          2
1647         5909      0          2
1648         5910      0          2
1649         5911      0          4
1650         5912      0          2
1651         5913      0          2
1652         5914      0          2
1653         5915      0          2
1654         5916      0          2
1655         5917      0          2
1656         5918      0          2
1657         5919      0          2
1658         5920      0          2
1659         5921      0          2
1660         5922      0          2
1661         5923      0          2
1662         5924      0          2
1663         5925      0          2
1664         5926      0          2
1665         5927      0          2
1666         5928      0          2
1667         5929      0          2
1668         5930      0          2
1669         5931      0          2
1670         5932      0          2
1671         5933      0          2
1672         5934      0          2
1673         5935      0          2
1674         5936      0          2
1675         5937      0          2
1676         5938      0          2
1677         5939      0          2
1678         5940      0          2
1679         5941      0          2
1680         5942      0          2
1681         5943      0          2
1682         5944      0          2
1683         5945      0          2
1684         5946      0          4
1685         5947      0          3
1686         5948      0          2
1687         5949      0          2
1688         5950      0          4
1689         5951      0          3
1690         5952      0          2
1691         5953      0          2
1692         5954      0          2
1693         5955      0          2
1694         5956      0          2
1695         5957      0          2
1696         5958      0          2
1697         5959      0          2
1698         5960      0          2
1699         5961      0          2
1700         5962      0          2
1701         5963      0          2
1702         5964      0          2
1703         5965      0          2
1704         5966      0          2
1705         5967      0          2
1706         5968      0          2
1707         5969      0          2
1708         5970      0          2
1709         5971      0          2
1710         5972      0          2
1711         5973      0          2
1712         5974      0          2
1713         5975      0          2
1714         5976      0          2
1715         5977      0          2
1716         5978      0          2
1717         5979      0          2
1718         5980      0          2
1719         5981      0          2
1720         5982      0          2
1721         5983      0          2
1722         5984      0          2
1723         5985      0          2
1724         5986      0          2
1725         5987      0          2
1726         5988      0          2
1727         5989      0          3
1728         5990      0          2
1729         5991      0          2
1730         5992      0          2
1731         5993      0          2
1732         5994      0          2
1733         5995      0          2
1734         5996      0          2
1735         5997      0          2
1736         5998      0          2
1737         5999      0          2
1738         6000      0          2
1739         6001      0          2
1740         6002      0          2
1741         6003      0          2
1742         6004      0          2
1743         6005      0          2
1744         6006      0          2
1745         6007      0          2
1746         6008      0          2
1747         6009      0          2
1748         6010      0          2
1749         6011      0          2
1750         6012      0          2
1751         6013      0          3
1752         6014      0          2
1753         6015      0          2
1754         6016      0          2
1755         6017      0          2
1756         6018      0          2
1757         6019      0          2
1758         6020      0          2
1759         6021      0          2
1760         6022      0          2
1761         6023      0          3
1762         6024      0          2
1763         6025      0          2
1764         6026      0          2
1765         6027      0          2
1766         6028      0          2
1767         6029      0          2
1768         6030      0          3
1769         6031      0          2
1770         6032      0          2
1771         6033      0          2
1772         6034      0          2
1773         6035      0          2
1774         6036      0          2
1775         6037      0          2
1776         6038      0          2
1777         6039      0          2
1778         6040      0          2
1779         6041      0          2
1780         6042      0          2
1781         6043      0          2
1782         6044      0          2
1783         6045      0          2
1784         6046      0          2
1785         6047      0          2
1786         6048      0          2
1787         6049      0          2
1788         6050      0          2
1789         6051      0          2
1790         6052      0          2
1791         6053      0          2
1792         6054      0          2
1793         6055      0          2
1794         6056      0          2
1795         6057      0          2
1796         6058      0          2
1797         6059      0          2
1798         6060      0          2
1799         6061      0          2
1800         6062      0          2
1801         6063      0          2
1802         6064      0          2
1803         6065      0          2
1804         6066      0          2
1805         6067      0          2
1806         6068      0          2
1807         6069      0          2
1808         6070      0          2
1809         6071      0          2
1810         6072      0          5
1811         6073      0          7
1812         6074      0          2
1813         6075      0          2
1814         6076      0          2
1815         6077      0          2
1816         6078      0          2
1817         6079      0          2
1818         6080      0          2
1819         6081      0          2
1820         6082      0          2
1821         6083      0          2
1822         6084      0          2
1823         6085      0          2
1824         6086      0          5
1825         6087      0          2
1826         6088      0          2
1827         6089      0          2
1828         6090      0          2
1829         6091      0          2
1830         6092      0          2
1831         6093      0          2
1832         6094      0          2
1833         6095      0          2
1834         6096      0          2
1835         6097      0          2
1836         6098      0          2
1837         6099      0          2
1838         6100      0          2
1839         6101      0          2
1840         6102      0          2
1841         6103      0          2
1842         6104      0          2
1843         6105      0          2
1844         6106      0          2
1845         6107      0          2
1846         6108      0          2
1847         6109      0          2
1848         6110      0          2
1849         6111      0          2
1850         6112      0          2
1851         6113      0          2
1852         6114      0          2
1853         6115      0          2
1854         6116      0          4
1855         6117      0          2
1856         6118      0          2
1857         6119      0          2
1858         6120      0          2
1859         6121      0          2
1860         6122      0          2
1861         6123      0          2
1862         6124      0          2
1863         6125      0          2
1864         6126      0          2
1865         6127      0          2
1866         6128      0          2
1867         6129      0          2
1868         6130      0          2
1869         6131      0          2
1870         6132      0          2
1871         6133      0          2
1872         6134      0          2
1873         6135      0          2
1874         6136      0          2
1875         6137      0          2
1876         6138      0          2
1877         6139      0          2
1878         6140      0          2
1879         6141      0          2
1880         6142      0          2
1881         6143      0          2
1882         6144      0          2
1883         6145      0          7
1884         6146      0          2
1885         6147      0          2
1886         6148      0          2
1887         6149      0          2
1888         6150      0          2
1889         6151      0          2
1890         6152      0          2
1891         6153      0          2
1892         6154      0          2
1893         6155      0          2
1894         6156      0          2
1895         6157      0          2
1896         6158      0          5
1897         6159      0          2
1898         6160      0          2
1899         6161      0          2
1900         6162      0          2
1901         6163      0          2
1902         6164      0          2
1903         6165      0          2
1904         6166      0          2
1905         6167      0          2
1906         6168      0          2
1907         6169      0          2
1908         6170      0          2
1909         6171      0          2
1910         6172      0          2
1911         6173      0          3
1912         6174      0          2
1913         6175      0          2
1914         6176      0          2
1915         6177      0          2
1916         6178      0          2
1917         6179      0          2
1918         6180      0          2
1919         6181      0          2
1920         6182      0          3
1921         6183      0          2
1922         6184      0          2
1923         6185      0          2
1924         6186      0          2
1925         6187      0          2
1926         6188      0          2
1927         6189      0          2
1928         6190      0          2
1929         6191      0          2
1930         6192      0          2
1931         6193      0          2
1932         6194      0          2
1933         6195      0          2
1934         6196      0          2
1935         6197      0          2
1936         6198      0          2
1937         6199      0          2
1938         6200      0          2
1939         6201      0          2
1940         6202      0          2
1941         6203      0          2
1942         6204      0          2
1943         6205      0          2
1944         6206      0          2
1945         6207      0          2
1946         6208      0          2
1947         6209      0          2
1948         6210      0          2
1949         6211      0          2
1950         6212      0          2
1951         6213      0          2
1952         6214      0          2
1953         6215      0          2
1954         6216      0          2
1955         6217      0          2
1956         6218      0          2
1957         6219      0          2
1958         6220      0          2
1959         6221      0          2
1960         6222      0          2
1961         6223      0          2
1962         6224      0          2
1963         6225      0          2
1964         6226      0          2
1965         6227      0          2
1966         6228      0          2
1967         6229      0          2
1968         6230      0          2
1969         6231      0          2
1970         6232      0          2
1971         6233      0          2
1972         6234      0          2
1973         6235      0          4
1974         6236      0          3
1975         6237      0          2
1976         6238      0          2
1977         6239      0          2
1978         6240      0          2
1979         6241      0          2
1980         6242      0          2
1981         6243      0          2
1982         6244      0          2
1983         6245      0          2
1984         6246      0          2
1985         6247      0          2
1986         6248      0          2
1987         6249      0          2
1988         6250      0          2
1989         6251      0          2
1990         6252      0          2
1991         6253      0          2
1992         6254      0          2
1993         6255      0          2
1994         6256      0          2
1995         6257      0          2
1996         6258      0          2
1997         6259      0          2
1998         6260      0          2
1999         6261      0          2
2000         6262      0          2
2001         6263      0          2
2002         6264      0          2
2003         6265      0          2
2004         6266      0          2
2005         6267      0          2
2006         6268      0          2
2007         6269      0          2
2008         6270      0          2
2009         6271      0          2
2010         6272      0          2
2011         6273      0          3
2012         6274      0          2
2013         6275      0          3
2014         6276      0          2
2015         6277      0          5
2016         6278      0          2
2017         6279      0          2
2018         6280      0          2
2019         6281      0          2
2020         6282      0          2
2021         6283      0          2
2022         6284      0          2
2023         6285      0          2
2024         6286      0          2
2025         6287      0          2
2026         6288      0          2
2027         6289      0          2
2028         6290      0          2
2029         6291      0          2
2030         6292      0          2
2031         6293      0          2
2032         6294      0          2
2033         6295      0          2
2034         6296      0          2
2035         6297      0          2
2036         6298      0          2
2037         6299      0          2
2038         6300      0          2
2039         6301      0          2
2040         6302      0          2
2041         6303      0          2
2042         6304      0          2
2043         6305      0          2
2044         6306      0          2
2045         6307      0          2
2046         6308      0          2
2047         6309      0          2
2048         6310      0          2
2049         6311      0          2
2050         6312      0          2
2051         6313      0          2
2052         6314      0          2
2053         6315      0          2
2054         6316      0          2
2055         6317      0          2
2056         6318      0          2
2057         6319      0          2
2058         6320      0          2
2059         6321      0          2
2060         6322      0          5
2061         6323      0          2
2062         6324      0          2
2063         6325      0          2
2064         6326      0          2
2065         6327      0          2
2066         6328      0          2
2067         6329      0          2
2068         6330      0          2
2069         6331      0          2
2070         6332      0          2
2071         6333      0          2
2072         6334      0          2
2073         6335      0          2
2074         6336      0          2
2075         6337      0          2
2076         6338      0          2
2077         6339      0          2
2078         6340      0          2
2079         6341      0          2
2080         6342      0          2
2081         6343      0          2
2082         6344      0          2
2083         6345      0          2
2084         6346      0          2
2085         6347      0          2
2086         6348      0          2
2087         6349      0          2
2088         6350      0          2
2089         6351      0          2
2090         6352      0          2
2091         6353      0          2
2092         6354      0          2
2093         6355      0          2
2094         6356      0          2
2095         6357      0          2
2096         6358      0          2
2097         6359      0          2
2098         6360      0          2
2099         6361      0          2
2100         6362      0          2
2101         6363      0          3
2102         6364      0          2
2103         6365      0          2
2104         6366      0          2
2105         6367      0          2
2106         6368      0          2
2107         6369      0          2
2108         6370      0          2
2109         6371      0          2
2110         6372      0          2
2111         6373      0          2
2112         6374      0          2
2113         6375      0          2
2114         6376      0          2
2115         6377      0          2
2116         6378      0          2
2117         6379      0          2
2118         6380      0          2
2119         6381      0          2
2120         6382      0          2
2121         6383      0          2
2122         6384      0          2
2123         6385      0          2
2124         6386      0          2
2125         6387      0          2
2126         6388      0          2
2127         6389      0          2
2128         6390      0          2
2129         6391      0          2
2130         6392      0          4
2131         6393      0          2
2132         6394      0          2
2133         6395      0          2
2134         6396      0          2
2135         6397      0          2
2136         6398      0          2
2137         6399      0          2
2138         6400      0          2
2139         6401      0          2
2140         6402      0          2
2141         6403      0          2
2142         6404      0          2
2143         6405      0          2
2144         6406      0          2
2145         6407      0          2
2146         6408      0          2
2147         6409      0          2
2148         6410      0          2
2149         6411      0          2
2150         6412      0          2
2151         6413      0          2
2152         6414      0          2
2153         6415      0          2
2154         6416      0          2
2155         6417      0          2
2156         6418      0          2
2157         6419      0          2
2158         6420      0          2
2159         6421      0          2
2160         6422      0          2
2161         6423      0          2
2162         6424      0          2
2163         6425      0          2
2164         6426      0          2
2165         6427      0          2
2166         6428      0          2
2167         6429      0          2
2168         6430      0          2
2169         6431      0          2
2170         6432      0          2
2171         6433      0         10
2172         6434      0          2
2173         6435      0          2
2174         6436      0          2
2175         6437      0          2
2176         6438      0          4
2177         6439      0          2
2178         6440      0          2
2179         6441      0          2
2180         6442      0          2
2181         6443      0          2
2182         6444      0          2
2183         6445      0          2
2184         6446      0          2
2185         6447      0          2
2186         6448      0          2
2187         6449      0          2
2188         6450      0          5
2189         6451      0          2
2190         6452      0          2
2191         6453      0          2
2192         6454      0          2
2193         6455      0          2
2194         6456      0          2
2195         6457      0          2
2196         6458      0          2
2197         6459      0          2
2198         6460      0          2
2199         6461      0          2
2200         6462      0          2
2201         6463      0          2
2202         6464      0          2
2203         6465      0          5
2204         6466      0          5
2205         6467      0          2
2206         6468      0          2
2207         6469      0          3
2208         6470      0          2
2209         6471      0          2
2210         6472      0          2
2211         6473      0          2
2212         6474      0          2
2213         6475      0          2
2214         6476      0          2
2215         6477      0          2
2216         6478      0          2
2217         6479      0          2
2218         6480      0          2
2219         6481      0          2
2220         6482      0          2
2221         6483      0          2
2222         6484      0          2
2223         6485      0          2
2224         6486      0          2
2225         6487      0          2
2226         6488      0          2
2227         6489      0          2
2228         6490      0          5
2229         6491      0          3
2230         6492      0          2
2231         6493      0          2
2232         6494      0          2
2233         6495      0          2
2234         6496      0          2
2235         6497      0          2
2236         6498      0          3
2237         6499      0          2
2238         6500      0          2
2239         6501      0          2
2240         6502      0          2
2241         6503      0          2
2242         6504      0          2
2243         6505      0          2
2244         6506      0          2
2245         6507      0          2
2246         6508      0          2
2247         6509      0          2
2248         6510      0          2
2249         6511      0          2
2250         6512      0          2
2251         6513      0          2
2252         6514      0          2
2253         6515      0          2
2254         6516      0          2
2255         6517      0          2
2256         6518      0          2
2257         6519      0          2
2258         6520      0          2
2259         6521      0          2
2260         6522      0          2
2261         6523      0          2
2262         6524      0          2
2263         6525      0          2
2264         6526      0          2
2265         6527      0          2
2266         6528      0          2
2267         6529      0          2
2268         6530      0          2
2269         6531      0          2
2270         6532      0          2
2271         6533      0          2
2272         6534      0          2
2273         6535      0          2
2274         6536      0          2
2275         6537      0          2
2276         6538      0          2
2277         6539      0          2
2278         6540      0          2
2279         6541      0          2
2280         6542      0          2
2281         6543      0          2
2282         6544      0          2
2283         6545      0          3
2284         6546      0          2
2285         6547      0          3
2286         6548      0          2
2287         6549      0          2
2288         6550      0          2
2289         6551      0          2
2290         6552      0          2
2291         6553      0          2
2292         6554      0          2
2293         6555      0          2
2294         6556      0          2
2295         6557      0          2
2296         6558      0          2
2297         6559      0          2
2298         6560      0          2
2299         6561      0          2
2300         6562      0          2
2301         6563      0          2
2302         6564      0          2
2303         6565      0          2
2304         6566      0          2
2305         6567      0          2
2306         6568      0          2
2307         6569      0          2
2308         6570      0          2
2309         6571      0          2
2310         6572      0          2
2311         6573      0          2
2312         6574      0          2
2313         6575      0          2
2314         6576      0          2
2315         6577      0          2
2316         6578      0          2
2317         6579      0          2
2318         6580      0          2
2319         6581      0          2
2320         6582      0          2
2321         6583      0          2
2322         6584      0          2
2323         6585      0          2
2324         6586      0          2
2325         6587      0          2
2326         6588      0          2
2327         6589      0          2
2328         6590      0          2
2329         6591      0          2
2330         6592      0          2
2331         6593      0          2
2332         6594      0          2
2333         6595      0          2
2334         6596      0          2
2335         6597      0          2
2336         6598      0          2
2337         6599      0          2
2338         6600      0          2
2339         6601      0          2
2340         6602      0          2
2341         6603      0          2
2342         6604      0          2
2343         6605      0          2
2344         6606      0          2
2345         6607      0          2
2346         6608      0          2
2347         6609      0          2
2348         6610      0          2
2349         6611      0          2
2350         6612      0          3
2351         6613      0          2
2352         6614      0          2
2353         6615      0          2
2354         6616      0          2
2355         6617      0          2
2356         6618      0          2
2357         6619      0          2
2358         6620      0          2
2359         6621      0          2
2360         6622      0          2
2361         6623      0          2
2362         6624      0          2
2363         6625      0          2
2364         6626      0          2
2365         6627      0          2
2366         6628      0          2
2367         6629      0          2
2368         6630      0          2
2369         6631      0          2
2370         6632      0          2
2371         6633      0          2
2372         6634      0          2
2373         6635      0          2
2374         6636      0          2
2375         6637      0          2
2376         6638      0          2
2377         6639      0          2
2378         6640      0          2
2379         6641      0          2
2380         6642      0          2
2381         6643      0          2
2382         6644      0          2
2383         6645      0          2
2384         6646      0          2
2385         6647      0          2
2386         6648      0          2
2387         6649      0          2
2388         6650      0          2
2389         6651      0          2
2390         6652      0          2
2391         6653      0          2
2392         6654      0          2
2393         6655      0          2
2394         6656      0          2
2395         6657      0          2
2396         6658      0          2
2397         6659      0          2
2398         6660      0          2
2399         6661      0          2
2400         6662      0          2
2401         6663      0          4
2402         6664      0          2
2403         6665      0          2
2404         6666      0          2
2405         6667      0          2
2406         6668      0          2
2407         6669      0          2
2408         6670      0          2
2409         6671      0          2
2410         6672      0          2
2411         6673      0          2
2412         6674      0          2
2413         6675      0          2
2414         6676      0          2
2415         6677      0          2
2416         6678      0          2
2417         6679      0          2
2418         6680      0          2
2419         6681      0          2
2420         6682      0          2
2421         6683      0          2
2422         6684      0          2
2423         6685      0          2
2424         6686      0          2
2425         6687      0          2
2426         6688      0          2
2427         6689      0          2
2428         6690      0          2
2429         6691      0          2
2430         6692      0          2
2431         6693      0          2
2432         6694      0          2
2433         6695      0          2
2434         6696      0          2
2435         6697      0          2
2436         6698      0          3
2437         6699      0          2
2438         6700      0          3
2439         6701      0          2
2440         6702      0          2
2441         6703      0          2
2442         6704      0          2
2443         6705      0          2
2444         6706      0          2
2445         6707      0          2
2446         6708      0          2
2447         6709      0          2
2448         6710      0          2
2449         6711      0          2
2450         6712      0          2
2451         6713      0          2
2452         6714      0          2
2453         6715      0          2
2454         6716      0          2
2455         6717      0          2
2456         6718      0          2
2457         6719      0          2
2458         6720      0          2
2459         6721      0          2
2460         6722      0          2
2461         6723      0          2
2462         6724      0          2
2463         6725      0          2
2464         6726      0          2
2465         6727      0          2
2466         6728      0          2
2467         6729      0          2
2468         6730      0          2
2469         6731      0          2
2470         6732      0          2
2471         6733      0          2
2472         6734      0          2
2473         6735      0          2
2474         6736      0          2
2475         6737      0          2
2476         6738      0          2
2477         6739      0          2
2478         6740      0          2
2479         6741      0          2
2480         6742      0          2
2481         6743      0          2
2482         6744      0          2
2483         6745      0          2
2484         6746      0          2
2485         6747      0          2
2486         6748      0          2
2487         6749      0          2
2488         6750      0          2
2489         6751      0          2
2490         6752      0          2
2491         6753      0          2
2492         6754      0          2
2493         6755      0          2
2494         6756      0          2
2495         6757      0          2
2496         6758      0          2
2497         6759      0          2
2498         6760      0          2
2499         6761      0          2
2500         6762      0          2
2501         6763      0          2
2502         6764      0          2
2503         6765      0          2
2504         6766      0          2
2505         6767      0          2
2506         6768      0          2
2507         6769      0          2
2508         6770      0          2
2509         6771      0          2
2510         6772      0          2
2511         6773      0          2
2512         6774      0          2
2513         6775      0          2
2514         6776      0          2
2515         6777      0          2
2516         6778      0          2
2517         6779      0          2
2518         6780      0          2
2519         6781      0          2
2520         6782      0          2
2521         6783      0          2
2522         6784      0          2
2523         6785      0          2
2524         6786      0          2
2525         6787      0          2
2526         6788      0          2
2527         6789      0          2
2528         6790      0          2
2529         6791      0          2
2530         6792      0          2
2531         6793      0          2
2532         6794      0          2
2533         6795      0          2
2534         6796      0          2
2535         6797      0          2
2536         6798      0          3
2537         6799      0          2
2538         6800      0          3
2539         6801      0          2
2540         6802      0          2
2541         6803      0          2
2542         6804      0          2
2543         6805      0          2
2544         6806      0          2
2545         6807      0          2
2546         6808      0          2
2547         6809      0          2
2548         6810      0          2
2549         6811      0          2
2550         6812      0          2
2551         6813      0          2
2552         6814      0          2
2553         6815      0          2
2554         6816      0          2
2555         6817      0          2
2556         6818      0          2
2557         6819      0          2
2558         6820      0          2
2559         6821      0          2
2560         6822      0          2
2561         6823      0          2
2562         6824      0          2
2563         6825      0          2
2564         6826      0          2
2565         6827      0          2
2566         6828      0          2
2567         6829      0          2
2568         6830      0          2
2569         6831      0          2
2570         6832      0          2
2571         6833      0          2
2572         6834      0          2
2573         6835      0          2
2574         6836      0          2
2575         6837      0          2
2576         6838      0          2
2577         6839      0          2
2578         6840      0          2
2579         6841      0          2
2580         6842      0          2
2581         6843      0          2
2582         6844      0          2
2583         6845      0          2
2584         6846      0          2
2585         6847      0          2
2586         6848      0          2
2587         6849      0          2
2588         6850      0          2
2589         6851      0          2
2590         6852      0          2
2591         6853      0          2
2592         6854      0          2
2593         6855      0          2
2594         6856      0          2
2595         6857      0          2
2596         6858      0          2
2597         6859      0          2
2598         6860      0          2
2599         6861      0          2
2600         6862      0          2
2601         6863      0          2
2602         6864      0          2
2603         6865      0          2
2604         6866      0          2
2605         6867      0          2
2606         6868      0          2
2607         6869      0          2
2608         6870      0          2
2609         6871      0          2
2610         6872      0          2
2611         6873      0          2
2612         6874      0          2
2613         6875      0          2
