      communityId  class  frequency
1519         6459      2          2
1520         6462      3          2
1521         6464      2          2
1522         6470      3          1
1523         6475      3          5
1524         6475      2          3
1525         6481      3          2
1526         6481      2          1
1527         6482      2          1
1528         6486      3          6
1529         6489      3          3
1530         6492      3          3
1531         6494      3          6
1532         6497      2          9
1533         6498      3          2
1534         6499      3          3
1535         6499      2          2
1536         6501      2          3
1537         6501      3          1
1538         6502      3          1
1539         6505      3          1
1540         6507      3          2
1541         6513      3          1
1542         6515      2          2
1543         6515      3          1
1544         6518      2          3
1545         6518      3          2
1546         6519      3          5
1547         6527      3          2
1548         6535      3          4
1549         6538      3          9
1550         6539      2          2
1551         6539      3          1
1552         6542      3          2
1553         6545      2          2
1554         6545      3          1
1555         6547      3         10
1556         6556      3          6
1557         6557      3          2
1558         6563      3          6
1559         6583      3          5
1560         6584      2          1
1561         6584      3          1
1562         6591      2          4
1563         6592      2          4
1564         6594      2          3
1565         6596      3          2
1566         6606      3          3
1567         6608      3          3
1568         6608      2          1
1569         6609      3          2
1570         6614      3          3
1571         6619      2          2
1572         6622      3          4
1573         6624      3          3
1574         6628      3          3
1575         6639      2          3
1576         6640      3          2
1577         6640      2          1
1578         6648      2          2
1579         6648      3          1
1580         6654      2         15
1581         6654      3          1
1582         6655      2          2
1583         6655      3          1
1584         6658      2          5
1585         6663      2          1
1586         6664      2          1
1587         6672      3          1
1588         6673      2          2
1589         6673      3          2
1590         6676      2          3
1591         6676      3          2
1592         6680      3          2
1593         6686      2          1
1594         6686      3          1
1595         6694      3          2
1596         6697      3          4
1597         6697      2          1
1598         6699      2          3
1599         6699      3          1
1600         6700      3          1
1601         6703      3          3
1602         6706      3          1
1603         6709      3          9
1604         6709      2          7
1605         6711      2          2
1606         6711      3          2
1607         6724      2          3
1608         6726      3          3
1609         6731      2          2
1610         6733      3          8
1611         6737      3          2
1612         6738      3          8
1613         6747      3          4
1614         6747      2          1
1615         6750      3          3
1616         6754      2          9
1617         6754      3          1
1618         6757      3          2
1619         6761      3          1
1620         6764      2          2
1621         6764      3          1
1622         6766      3          8
1623         6768      2          1
1624         6768      3          1
1625         6769      2          1
1626         6772      2          1
1627         6776      3          9
1628         6781      3          2
1629         6782      2          7
1630         6783      2          2
1631         6783      3          2
1632         6786      2          1
1633         6786      3          1
1634         6788      3          5
1635         6793      3          4
1636         6800      2          4
1637         6800      3          1
1638         6801      3          2
1639         6805      3          3
1640         6805      2          2
1641         6806      3          3
1642         6807      3          1
1643         6813      2          1
1644         6814      3          8
1645         6822      3          2
1646         6827      2          4
1647         6827      3          2
1648         6829      3          7
1649         6836      3          2
1650         6837      3          1
1651         6844      3          9
1652         6845      2          3
1653         6845      3          1
1654         6846      2          2
1655         6849      3          7
1656         6851      3          7
1657         6856      3          9
1658         6857      3         39
1659         6858      3          2
1660         6859      3          5
1661         6860      3          5
1662         6861      3          2
1663         6863      3          7
1664         6873      3          5
1665         6876      3          2
1666         6878      3          5
1667         6880      3          1
1668         6882      3          3
1669         6885      2          3
1670         6886      3          2
1671         6889      2          2
1672         6889      3          1
1673         6892      3         13
1674         6894      3          2
1675         6906      2          5
1676         6910      3          2
1677         6911      2          5
1678         6911      3          1
1679         6916      3          2
1680         6918      3          6
1681         6922      3          1
1682         6923      2          4
1683         6923      3          1
1684         6930      3          7
1685         6932      3          8
1686         6934      2          2
1687         6936      3          2
1688         6942      2          3
1689         6942      3          1
1690         6947      2          2
1691         6947      3          1
1692         6954      3          6
1693         6958      2          4
1694         6967      3          2
1695         6967      2          1
1696         6969      2          1
1697         6971      3          4
1698         6972      3          3
1699         6975      3          3
1700         6979      3          3
1701         6984      3          4
1702         6988      3          9
1703         6990      3          4
1704         6994      3          3
1705         7000      3         19
1706         7002      3          2
1707         7005      3          2
1708         7005      2          1
1709         7006      3          2
1710         7008      3          5
1711         7016      3          2
1712         7017      3          1
1713         7021      3          4
1714         7022      3          1
1715         7024      3          2
1716         7026      3          5
1717         7035      3          2
1718         7038      2          2
1719         7043      3          8
1720         7044      3          6
1721         7046      3          4
1722         7046      2          3
1723         7048      3          7
1724         7057      3          2
1725         7062      3          5
1726         7062      2          1
1727         7069      3          4
1728         7070      3         17
1729         7070      2          2
1730         7076      3          4
1731         7076      2          1
1732         7078      3          1
1733         7079      3          4
1734         7085      3          4
1735         7087      3          1
1736         7091      2          3
1737         7093      3          6
1738         7112      3          8
1739         7115      3         12
1740         7120      2          4
1741         7121      2          7
1742         7121      3          7
1743         7124      3          2
1744         7124      2          1
1745         7130      3          4
1746         7130      2          3
1747         7134      2          3
1748         7140      2          3
1749         7140      3          2
1750         7142      3          3
1751         7142      2          2
1752         7143      3          8
1753         7153      3          2
1754         7155      3          8
1755         7161      3          1
1756         7163      2          4
1757         7163      3          3
1758         7167      3          3
1759         7167      2          1
1760         7168      3          3
1761         7168      2          1
1762         7178      2          1
1763         7185      3          4
1764         7185      2          3
1765         7191      2          2
1766         7191      3          1
1767         7194      2          3
1768         7194      3          1
1769         7195      2          2
1770         7207      3          3
1771         7208      3          2
1772         7208      2          1
1773         7209      3          3
1774         7210      2          1
1775         7210      3          1
1776         7211      2          3
1777         7216      2          2
1778         7216      3          1
1779         7220      3          3
1780         7221      3          3
1781         7224      3          5
1782         7224      2          1
1783         7229      3          2
1784         7231      2          3
1785         7235      3          4
1786         7236      2          1
1787         7237      3          2
1788         7238      3         10
1789         7241      3          1
1790         7242      3         11
1791         7244      3          1
1792         7245      3          5
1793         7253      3          2
1794         7254      2          1
1795         7254      3          1
1796         7256      3          2
1797         7264      3          2
1798         7269      2          4
1799         7270      3          3
1800         7274      3          3
1801         7274      2          1
1802         7275      2          4
1803         7279      3          9
1804         7279      2          1
1805         7282      3          3
1806         7282      2          2
1807         7286      2          1
1808         7286      3          1
1809         7288      2          1
1810         7288      3          1
1811         7291      3          3
1812         7293      2          3
1813         7293      3          3
1814         7295      2          1
1815         7297      3          5
1816         7298      3          2
1817         7301      2          1
1818         7308      2          3
1819         7313      3          7
1820         7318      3          2
1821         7320      2          3
1822         7320      3          1
1823         7323      3          6
1824         7329      3          8
1825         7335      2          2
1826         7335      3          2
1827         7344      2          1
1828         7344      3          1
1829         7346      2          2
1830         7348      2          2
1831         7353      3          7
1832         7356      3          5
1833         7358      3         10
1834         7362      2          3
1835         7368      3          4
1836         7368      2          1
1837         7370      2          2
1838         7371      3          5
1839         7376      3          8
1840         7380      2          2
1841         7380      3          1
1842         7382      3          2
1843         7386      3          3
1844         7388      3          5
1845         7395      3          2
1846         7397      3          5
1847         7399      2          1
1848         7403      2          4
1849         7403      3          1
1850         7407      3          3
1851         7407      2          1
1852         7411      3          8
1853         7413      3          2
1854         7416      3          1
1855         7417      3          2
1856         7423      3         12
1857         7423      2          3
1858         7424      2          1
1859         7427      3          2
1860         7430      3          2
1861         7436      3          3
1862         7438      2          4
1863         7438      3          3
1864         7440      2          1
1865         7440      3          1
1866         7449      3         10
1867         7454      3         36
1868         7455      3          3
1869         7458      2          4
1870         7459      3          5
1871         7460      3          7
1872         7464      3          1
1873         7465      3          3
1874         7470      2          6
1875         7477      3          6
1876         7480      3          2
1877         7482      3          1
1878         7485      2          3
1879         7489      3          2
1880         7493      3          9
1881         7499      3          2
1882         7508      3          2
1883         7514      3          8
1884         7515      3          3
1885         7516      3          5
1886         7517      3          2
1887         7519      3          2
1888         7520      3          1
1889         7524      3          2
1890         7524      2          1
1891         7526      2          1
1892         7526      3          1
1893         7529      2          1
1894         7529      3          1
1895         7535      2          1
1896         7535      3          1
1897         7537      3          7
1898         7537      2          2
1899         7540      3          2
1900         7545      3          2
1901         7547      3          4
1902         7552      2          2
1903         7552      3          1
1904         7554      2          1
1905         7558      3          3
1906         7559      3          4
1907         7560      3          3
1908         7562      3          3
1909         7568      3          2
1910         7570      3          2
1911         7572      2          3
1912         7575      2          4
1913         7576      3         16
1914         7576      2         13
1915         7577      3          2
1916         7578      2          3
1917         7581      2          2
1918         7581      3          1
1919         7583      2         12
1920         7583      3          2
1921         7586      3         11
1922         7589      2          4
1923         7589      3          3
1924         7590      3          5
1925         7591      3          5
1926         7593      3         11
1927         7594      3          3
1928         7600      2          6
1929         7600      3          1
1930         7602      3          2
1931         7602      2          1
1932         7604      3          2
1933         7604      2          1
1934         7605      3          1
1935         7609      2          1
1936         7612      3          4
1937         7612      2          1
1938         7614      3          6
1939         7617      2          2
1940         7620      3          2
1941         7621      3          8
1942         7623      3          2
1943         7626      3          4
1944         7629      3          8
1945         7630      2          3
1946         7632      3         14
1947         7633      2          4
1948         7641      2          1
1949         7647      2          2
1950         7648      2          1
1951         7653      3          4
1952         7654      2          1
1953         7657      3          2
1954         7659      2          4
1955         7664      3          2
1956         7665      3          3
1957         7665      2          1
1958         7668      3          5
1959         7668      1          2
1960         7668      2          2
1961         7669      3         19
1962         7669      2          1
1963         7671      2          2
1964         7672      3          6
1965         7672      2          1
1966         7677      2          2
1967         7681      3          3
1968         7682      2          3
1969         7685      3          3
1970         7686      3         11
1971         7693      2          2
1972         7698      3          2
1973         7704      3          3
1974         7705      3          3
1975         7708      3          5
1976         7708      2          2
1977         7711      2          5
1978         7713      2          3
1979         7717      3          2
1980         7718      3          4
1981         7721      3          2
1982         7721      2          1
1983         7723      3         11
1984         7724      2          2
1985         7724      3          1
1986         7725      3          8
1987         7727      2          2
1988         7728      3          7
1989         7730      3          4
1990         7732      2          1
1991         7734      3         10
1992         7735      3          3
1993         7737      2          2
1994         7739      2          1
1995         7744      2          3
1996         7750      3          2
1997         7750      2          1
1998         7753      2          2
1999         7753      3          1
2000         7754      3          2
2001         7757      3          6
2002         7759      2          1
2003         7760      3          7
2004         7760      2          1
2005         7763      3          3
2006         7766      3          4
2007         7767      3          5
2008         7767      2          2
2009         7767      1          1
2010         7768      2          3
2011         7769      3          3
2012         7771      2          2
2013         7771      3          1
2014         7775      3          1
2015         7777      2          2
2016         7778      2          3
2017         7781      2          2
2018         7781      3          2
2019         7785      2          2
2020         7785      3          1
2021         7786      2          4
2022         7789      2          3
2023         7791      2          2
2024         7791      3          1
2025         7792      2          1
2026         7793      3          1
2027         7795      3          2
2028         7796      2          3
2029         7800      3          8
2030         7802      2          2
2031         7803      3          2
2032         7806      2          2
2033         7806      3          2
2034         7807      3          8
2035         7808      3          2
2036         7810      2          2
2037         7822      2          1
2038         7823      3          3
2039         7823      2          1
2040         7825      3          9
2041         7825      2          2
2042         7831      3          8
2043         7836      2          1
2044         7836      3          1
2045         7838      3          3
2046         7840      3          7
2047         7845      2          1
2048         7847      3          2
2049         7849      3          3
2050         7849      2          1
2051         7850      2          2
2052         7850      3          1
2053         7851      2          3
2054         7854      2          1
2055         7854      3          1
2056         7856      3          3
2057         7858      3         11
2058         7860      3          3
2059         7861      2          1
2060         7861      3          1
2061         7862      2          1
2062         7872      2          3
2063         7873      3          2
2064         7873      2          1
2065         7874      3          9
2066         7876      2          3
2067         7878      3          2
